row_rank,col_rank,label_a,label_b,role_a,role_b,denominator_channels,n_lifestyle_channels,n_entertainment_channels,n_a_channels,n_b_channels,n_a_lifestyle_channels,n_a_entertainment_channels,n_b_lifestyle_channels,n_b_entertainment_channels,n_both_channels,prevalence_a,prevalence_b,prevalence_a_in_lifestyle,prevalence_a_in_entertainment,prevalence_b_in_lifestyle,prevalence_b_in_entertainment,joint_prevalence,conditional_b_given_a,conditional_a_given_b,jaccard,lift_vs_independence
8,2,Vehicle,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,18990,5926,432,18987,3507,599,0.0441791889436609,0.1414061685555572,0.0622060799462546,0.0063286503274197,0.1993092878736983,0.0513763349496784,0.0044603630839799,0.1009607281307938,0.0315429173249078,0.0246258839006742,0.7139768311530718
8,3,Vehicle,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,5933,8253,5926,432,1224,8118,24,0.0441791889436609,0.0614547187513961,0.0622060799462546,0.0063286503274197,0.0128485052065838,0.1189258874027629,0.0001787123773213993,0.0040451710770267,0.0029080334423845,0.0016946758932354,0.0658236040976901
8,4,Vehicle,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,10724,5926,432,10685,1322,13,0.0441791889436609,0.0798546472664452,0.0622060799462546,0.0063286503274197,0.1121619919381928,0.0193668419741873,9.680253771575796e-05,0.0021911343333895,0.0012122342409548,0.0007810622446527277,0.0274390333987515
8,5,Vehicle,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,5933,7227,5926,432,2797,7043,45,0.0441791889436609,0.0538147646209063,0.0622060799462546,0.0063286503274197,0.0293605139402082,0.103177509851892,0.00033508570747762373,0.0075846957694252,0.0062266500622665,0.0034311856652687,0.1409407961338307
8,6,Vehicle,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,6053,5926,432,6052,420,234,0.0441791889436609,0.0450727508302679,0.0622060799462546,0.0063286503274197,0.0635287201881088,0.0061528544849914,0.0017424456788836,0.0394404180010112,0.0386585164381298,0.0199115044247787,0.875039070713334
8,7,Vehicle,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,5982,5926,432,5929,487,17,0.0441791889436609,0.0445440600473587,0.0622060799462546,0.0063286503274197,0.0622375713805844,0.0071343812718829,0.00012658793393599118,0.0028653295128939,0.0028418589100635,0.0014288115649689,0.0643257374798703
8,8,Vehicle,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,5933,5926,432,5926,432,5933,0.0441791889436609,0.0441791889436609,0.0622060799462546,0.0063286503274197,0.0622060799462546,0.0063286503274197,0.0441791889436609,1.0,1.0,1.0,22.635091859093208
8,9,Vehicle,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,4148,5926,432,4136,1574,12,0.0441791889436609,0.0308874558803818,0.0622060799462546,0.0063286503274197,0.0434161907961034,0.0230585546651821,8.935618866069966e-05,0.0020225855385133,0.0028929604628736,0.0011917767404906,0.0654824258218704
8,10,Vehicle,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,3468,5926,432,3461,245,6,0.0441791889436609,0.0258239385229422,0.0622060799462546,0.0063286503274197,0.0363306180718844,0.003589165116245,4.467809433034983e-05,0.0010112927692566,0.0017301038062283,0.0006386375731772219,0.039161058579746
8,11,Vehicle,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,2441,5926,432,2441,207,112,0.0441791889436609,0.0181765380433973,0.0622060799462546,0.0063286503274197,0.0256235303997312,0.0030324782818886,0.0008339910941665301,0.018877465026125,0.0458828349037279,0.0135560396998305,1.0385621828014908
8,12,Vehicle,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,5933,2371,5926,432,2371,259,14,0.0441791889436609,0.0176552936095432,0.0622060799462546,0.0063286503274197,0.0248887302653678,0.0037942602657447,0.00010424888677081626,0.0023596831282656,0.0059046815689582,0.0016887816646562,0.1336530097120644
9,1,Pet,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,4148,37403,4136,1574,10006,37342,184,0.0308874558803818,0.2785157937063457,0.0434161907961034,0.0230585546651821,0.1050344306348673,0.5470473623298809,0.0013701282261307,0.0443587270973963,0.004919391492661,0.0044479899436749,0.1592682644926274
9,2,Pet,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,18990,4136,1574,18987,3507,879,0.0308874558803818,0.1414061685555572,0.0434161907961034,0.0230585546651821,0.1993092878736983,0.0513763349496784,0.0065453408193962,0.2119093539054966,0.0462875197472353,0.0394896446381239,1.4985863493093607
9,3,Pet,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,4148,8253,4136,1574,1224,8118,25,0.0308874558803818,0.0614547187513961,0.0434161907961034,0.0230585546651821,0.0128485052065838,0.1189258874027629,0.0001861587263764576,0.0060270009643201,0.0030292015024839,0.0020200387847446,0.0980722243429553
9,4,Pet,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,10724,4136,1574,10685,1322,226,0.0308874558803818,0.0798546472664452,0.0434161907961034,0.0230585546651821,0.1121619919381928,0.0193668419741873,0.0016828748864431,0.0544840887174541,0.0210742260350615,0.0154308343575037,0.6822907693231811
9,5,Pet,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,4148,7227,4136,1574,2797,7043,312,0.0308874558803818,0.0538147646209063,0.0434161907961034,0.0230585546651821,0.0293605139402082,0.103177509851892,0.0023232609051781,0.0752169720347155,0.0431714404317144,0.0282021151586369,1.3977014034080653
9,6,Pet,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,6053,4136,1574,6052,420,4,0.0308874558803818,0.0450727508302679,0.0434161907961034,0.0230585546651821,0.0635287201881088,0.0061528544849914,2.978539622023322e-05,0.0009643201542912248,0.0006608293408227325,0.00039227223693243113,0.0213947481910434
9,7,Pet,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,5982,4136,1574,5929,487,32,0.0308874558803818,0.0445440600473587,0.0434161907961034,0.0230585546651821,0.0622375713805844,0.0071343812718829,0.00023828316976186575,0.0077145612343297,0.0053493814777666,0.0031689443454149,0.1731894494154272
9,8,Pet,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,5933,4136,1574,5926,432,12,0.0308874558803818,0.0441791889436609,0.0434161907961034,0.0230585546651821,0.0622060799462546,0.0063286503274197,8.935618866069966e-05,0.0028929604628736,0.0020225855385133,0.0011917767404906,0.0654824258218704
9,9,Pet,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,4148,4136,1574,4136,1574,4148,0.0308874558803818,0.0308874558803818,0.0434161907961034,0.0230585546651821,0.0434161907961034,0.0230585546651821,0.0308874558803818,1.0,1.0,1.0,32.37560270009643
9,10,Pet,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,3468,4136,1574,3461,245,7,0.0308874558803818,0.0258239385229422,0.0434161907961034,0.0230585546651821,0.0363306180718844,0.003589165116245,5.212444338540813e-05,0.0016875602700096,0.0020184544405997,0.0009199632014719412,0.0653486790371035
9,11,Pet,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,2441,4136,1574,2441,207,46,0.0308874558803818,0.0181765380433973,0.0434161907961034,0.0230585546651821,0.0256235303997312,0.0030324782818886,0.000342532056532682,0.011089681774349,0.0188447357640311,0.0070304141830964,0.6101096780845702
9,12,Pet,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,4148,2371,4136,1574,2371,259,2,0.0308874558803818,0.0176552936095432,0.0434161907961034,0.0230585546651821,0.0248887302653678,0.0037942602657447,1.489269811011661e-05,0.0004821600771456123,0.0008435259384226065,0.0003068896731624981,0.0273096606495963
10,1,Fashion,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,3468,37403,3461,245,10006,37342,29,0.0258239385229422,0.2785157937063457,0.0363306180718844,0.003589165116245,0.1050344306348673,0.5470473623298809,0.00021594412259669083,0.0083621683967704,0.0007753388765607037,0.000710053376426228,0.0300240366461485
10,2,Fashion,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,18990,3461,245,18987,3507,1679,0.0258239385229422,0.1414061685555572,0.0363306180718844,0.003589165116245,0.1993092878736983,0.0513763349496784,0.0125024200634428,0.4841407151095732,0.0884149552395997,0.0808027335290437,3.423759515267247
10,3,Fashion,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,3468,8253,3461,245,1224,8118,15,0.0258239385229422,0.0614547187513961,0.0363306180718844,0.003589165116245,0.0128485052065838,0.1189258874027629,0.00011169523582587456,0.0043252595155709,0.0018175209014903,0.0012813941568426,0.0703812433520032
10,4,Fashion,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,10724,3461,245,10685,1322,67,0.0258239385229422,0.0798546472664452,0.0363306180718844,0.003589165116245,0.1121619919381928,0.0193668419741873,0.0004989053866889064,0.0193194925028835,0.0062476687803058,0.0047433628318584,0.2419332269845428
10,5,Fashion,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,3468,7227,3461,245,2797,7043,5,0.0258239385229422,0.0538147646209063,0.0363306180718844,0.003589165116245,0.0293605139402082,0.103177509851892,3.723174527529152e-05,0.0014417531718569,0.0006918500069185001,0.0004677268475210477,0.0267910336877488
10,6,Fashion,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,6053,3461,245,6052,420,15,0.0258239385229422,0.0450727508302679,0.0363306180718844,0.003589165116245,0.0635287201881088,0.0061528544849914,0.00011169523582587456,0.0043252595155709,0.0024781100280852,0.001577950767936,0.095961738209827
10,7,Fashion,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,5982,3461,245,5929,487,39,0.0258239385229422,0.0445440600473587,0.0363306180718844,0.003589165116245,0.0622375713805844,0.0071343812718829,0.0002904076131472739,0.0112456747404844,0.006519558676028,0.0041440867070449,0.2524618260780034
10,8,Fashion,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,5933,3461,245,5926,432,6,0.0258239385229422,0.0441791889436609,0.0363306180718844,0.003589165116245,0.0622060799462546,0.0063286503274197,4.467809433034983e-05,0.0017301038062283,0.0010112927692566,0.0006386375731772219,0.039161058579746
10,9,Fashion,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,4148,3461,245,4136,1574,7,0.0258239385229422,0.0308874558803818,0.0363306180718844,0.003589165116245,0.0434161907961034,0.0230585546651821,5.212444338540813e-05,0.0020184544405997,0.0016875602700096,0.0009199632014719412,0.0653486790371035
10,10,Fashion,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,3468,3461,245,3461,245,3468,0.0258239385229422,0.0258239385229422,0.0363306180718844,0.003589165116245,0.0363306180718844,0.003589165116245,0.0258239385229422,1.0,1.0,1.0,38.72376009227221
10,11,Fashion,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,2441,3461,245,2441,207,40,0.0258239385229422,0.0181765380433973,0.0363306180718844,0.003589165116245,0.0256235303997312,0.0030324782818886,0.0002978539622023322,0.0115340253748558,0.0163867267513314,0.0068154711194411,0.634555675416177
10,12,Fashion,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,3468,2371,3461,245,2371,259,26,0.0258239385229422,0.0176552936095432,0.0363306180718844,0.003589165116245,0.0248887302653678,0.0037942602657447,0.00019360507543151592,0.0074971164936562,0.0109658371994938,0.0044727335282986,0.4246384489241152
11,1,Tourism,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,2441,37403,2441,207,10006,37342,82,0.0181765380433973,0.2785157937063457,0.0256235303997312,0.0030324782818886,0.1050344306348673,0.5470473623298809,0.000610600622514781,0.0335927898402294,0.0021923375130337,0.0020622705095317,0.1206135903217327
11,2,Tourism,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,18990,2441,207,18987,3507,496,0.0181765380433973,0.1414061685555572,0.0256235303997312,0.0030324782818886,0.1993092878736983,0.0513763349496784,0.0036933891313089,0.2031954117165096,0.0261190100052659,0.0236923811798423,1.436962855242598
11,3,Tourism,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,2441,8253,2441,207,1224,8118,32,0.0181765380433973,0.0614547187513961,0.0256235303997312,0.0030324782818886,0.0128485052065838,0.1189258874027629,0.00023828316976186575,0.0131093814010651,0.0038773779231794,0.00300131307447,0.213317734869095
11,4,Tourism,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,10724,2441,207,10685,1322,300,0.0181765380433973,0.0798546472664452,0.0256235303997312,0.0030324782818886,0.1121619919381928,0.0193668419741873,0.0022339047165174,0.1229004506349856,0.0279746363297277,0.0233190827827438,1.5390519505384896
11,5,Tourism,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,2441,7227,2441,207,2797,7043,7,0.0181765380433973,0.0538147646209063,0.0256235303997312,0.0030324782818886,0.0293605139402082,0.103177509851892,5.212444338540813e-05,0.0028676771814829,0.0009685900096859,0.000724562674671359,0.0532879257520517
11,6,Tourism,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,6053,2441,207,6052,420,14,0.0181765380433973,0.0450727508302679,0.0256235303997312,0.0030324782818886,0.0635287201881088,0.0061528544849914,0.00010424888677081626,0.0057353543629659,0.0023129026928795,0.0016509433962264,0.1272466014901958
11,7,Tourism,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,5982,2441,207,5929,487,12,0.0181765380433973,0.0445440600473587,0.0256235303997312,0.0030324782818886,0.0622375713805844,0.0071343812718829,8.935618866069966e-05,0.0049160180253994,0.0020060180541624,0.0014267031268576,0.1103630432469058
11,8,Tourism,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,5933,2441,207,5926,432,112,0.0181765380433973,0.0441791889436609,0.0256235303997312,0.0030324782818886,0.0622060799462546,0.0063286503274197,0.0008339910941665301,0.0458828349037279,0.018877465026125,0.0135560396998305,1.0385621828014908
11,9,Tourism,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,4148,2441,207,4136,1574,46,0.0181765380433973,0.0308874558803818,0.0256235303997312,0.0030324782818886,0.0434161907961034,0.0230585546651821,0.000342532056532682,0.0188447357640311,0.011089681774349,0.0070304141830964,0.6101096780845702
11,10,Tourism,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,3468,2441,207,3461,245,40,0.0181765380433973,0.0258239385229422,0.0256235303997312,0.0030324782818886,0.0363306180718844,0.003589165116245,0.0002978539622023322,0.0163867267513314,0.0115340253748558,0.0068154711194411,0.634555675416177
11,11,Tourism,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,2441,2441,207,2441,207,2441,0.0181765380433973,0.0181765380433973,0.0256235303997312,0.0030324782818886,0.0256235303997312,0.0030324782818886,0.0181765380433973,1.0,1.0,1.0,55.01597705858254
11,12,Tourism,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2441,2371,2441,207,2371,259,7,0.0181765380433973,0.0176552936095432,0.0256235303997312,0.0030324782818886,0.0248887302653678,0.0037942602657447,5.212444338540813e-05,0.0028676771814829,0.0029523407844791,0.0014568158168574,0.162425912868021
12,1,Physical_fitness,Film,Lifestyle_(sociology),Entertainment,134294,95264,68261,2371,37403,2371,259,10006,37342,29,0.0176552936095432,0.2785157937063457,0.0248887302653678,0.0037942602657447,0.1050344306348673,0.5470473623298809,0.00021594412259669083,0.0122311261071277,0.0007753388765607037,0.0007296515284941502,0.0439153770935652
12,2,Physical_fitness,Hobby,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,18990,2371,259,18987,3507,186,0.0176552936095432,0.1414061685555572,0.0248887302653678,0.0037942602657447,0.1993092878736983,0.0513763349496784,0.0013850209242408,0.0784479122733024,0.0097946287519747,0.0087839433293978,0.554770085878403
12,3,Physical_fitness,Television_program,Lifestyle_(sociology),Entertainment,134294,95264,68261,2371,8253,2371,259,1224,8118,9,0.0176552936095432,0.0614547187513961,0.0248887302653678,0.0037942602657447,0.0128485052065838,0.1189258874027629,6.701714149552474e-05,0.0037958667229017,0.0010905125408942,0.0008478568064060292,0.0617668878814206
12,4,Physical_fitness,Food,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,10724,2371,259,10685,1322,109,0.0176552936095432,0.0798546472664452,0.0248887302653678,0.0037942602657447,0.1121619919381928,0.0193668419741873,0.0008116520470013552,0.045972163644032,0.0101641178664677,0.0083936547050669,0.5756980365919099
12,5,Physical_fitness,Humour,Lifestyle_(sociology),Entertainment,134294,95264,68261,2371,7227,2371,259,2797,7043,28,0.0176552936095432,0.0538147646209063,0.0248887302653678,0.0037942602657447,0.0293605139402082,0.103177509851892,0.00020849777354163253,0.0118093631379164,0.0038743600387436,0.0029258098223615,0.21944466766893
12,6,Physical_fitness,Technology,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,6053,2371,259,6052,420,2,0.0176552936095432,0.0450727508302679,0.0248887302653678,0.0037942602657447,0.0635287201881088,0.0061528544849914,1.489269811011661e-05,0.0008435259384226065,0.00033041467041136624,0.00023747328425552128,0.0187147649718363
12,7,Physical_fitness,Health,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,5982,2371,259,5929,487,1733,0.0176552936095432,0.0445440600473587,0.0248887302653678,0.0037942602657447,0.0622375713805844,0.0071343812718829,0.012904522912416,0.7309152256431886,0.2897024406552992,0.2617824773413897,16.40881466274262
12,8,Physical_fitness,Vehicle,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,5933,2371,259,5926,432,14,0.0176552936095432,0.0441791889436609,0.0248887302653678,0.0037942602657447,0.0622060799462546,0.0063286503274197,0.00010424888677081626,0.0059046815689582,0.0023596831282656,0.0016887816646562,0.1336530097120644
12,9,Physical_fitness,Pet,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,4148,2371,259,4136,1574,2,0.0176552936095432,0.0308874558803818,0.0248887302653678,0.0037942602657447,0.0434161907961034,0.0230585546651821,1.489269811011661e-05,0.0008435259384226065,0.0004821600771456123,0.0003068896731624981,0.0273096606495963
12,10,Physical_fitness,Fashion,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,3468,2371,259,3461,245,26,0.0176552936095432,0.0258239385229422,0.0248887302653678,0.0037942602657447,0.0363306180718844,0.003589165116245,0.00019360507543151592,0.0109658371994938,0.0074971164936562,0.0044727335282986,0.4246384489241152
12,11,Physical_fitness,Tourism,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,2441,2371,259,2441,207,7,0.0176552936095432,0.0181765380433973,0.0248887302653678,0.0037942602657447,0.0256235303997312,0.0030324782818886,5.212444338540813e-05,0.0029523407844791,0.0028676771814829,0.0014568158168574,0.162425912868021
12,12,Physical_fitness,Physical_fitness,Lifestyle_(sociology),Lifestyle_(sociology),134294,95264,68261,2371,2371,2371,259,2371,259,2371,0.0176552936095432,0.0176552936095432,0.0248887302653678,0.0037942602657447,0.0248887302653678,0.0037942602657447,0.0176552936095432,1.0,1.0,1.0,56.64023618726276
